ABERDEEN OBSERVATORY (alternate gauge),,,,,,,,,,,
Grid ref,NJ939081,Long,-2.102492,Lat,57.163715,Elevation,46,ft,,,
Station no,,,,,,,,,,,
,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,3.8,1.84,1.85
February,,,,,,,,,0.64,1.72,1.13
March,,,,,,,,,3.57,0.19,1.33
April,,,,,,,,,2.57,1.78,3.09
May,,,,,,,,,1.6,2.28,0.99
June,,,,,,,,,3.28,1.82,1.76
July,,,,,,,,,2.09,3.73,1.86
August,,,,,,,,,2.31,2.89,5.96
September,,,,,,,,,2.66,1.28,4.52
October,,,,,,,,,2.83,3.2,3.06
November,,,,,,,,,3.93,3.5,3.51
December,,,,,,,,,2.8,6.59,3.98
Total,,,,,,,,,32.08,30.82,33.04
