EDINBURGH ROYAL OBSERVATORY BLACKFORD HILL (alternate gauge),,,,,,,,,,,,
Grid ref,NT258706,Long,-3.18892,Lat,55.922733,Elevation,460,ft,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,1.22,,,,,,,,,,,
February,1.36,,,,,,,,,,,
March,0.67,,,,,,,,,,,
April,0.31,,,,,,,,,,,
May,0.14,,,,,,,,,,,
June,1.99,,,,,,,,,,,
July,2.08,,,,,,,,,,,
August,3.59,,,,,,,,,,,
September,0.71,,,,,,,,,,,
October,2.7,,,,,,,,,,,
November,2.85,,,,,,,,,,,
December,2.15,,,,,,,,,,,
Total,19.77,,,,,,,,,,,
